This worksheet includes one table, with columns A through AX. Blank cells within the table indicate that there is no data for that element.  The table includes data, organized by district, such as county and district codes and names.  The table also includes basic information about the district such as address, website, and contacts. Districts with county code 80 are charter districts and the county name listed is the host county. District 1431 is a state agency that is in Mercer County.
New Jersey School Directory
Public School Districts
County Code,County Name,District Code,District Name,Chrt Sch Code,Supt. Title,Supt. First Name,Supt. Last Name,Supt. Title 2,Supt. EMail,Address1,Address2,City,State,Zip,Mailing Address1,Mailing Address2,Mailing Address3,Mailing City,Mailing State,Mailing Zip,Mailing Zip+4,Phone,BA Title1,BA First Name,BA Last Name,BA Email,BA Title2,SEC Title1,SEC First Name,SEC Last Name,SEC Title2,HIB Title1,HIB First Name,HIB Last Name,HIB Title2,State Testing Coor. Title1,State Testing Coor. First Name,State Testing Coor. Last Name,State Testing Coor. Title2,PARCC IT Con. Title1,PARCC IT Con. First Name,PARCC IT Con. Last Name,PARCC IT Con. Title2,School Safety Specialist Title1,School Safety Specialist First Name,School Safety Specialist Last Name,School Safety Specialist Title2,Website,NCES ID
="17",HUDSON,="1200","East Newark School District",="","Dr.","Rosaura","Bagolie","Chief School Administrator",rbagolie@eastnewarkschool.org,501-11 North Third Street, ,East Newark,NJ,="07029",501-11 North Third Street,,,East Newark,NJ,="07029",="",973-481-6800 x 210,"Mr.","Andrea","Del Guercio",edelguercio@eastnewarkschool.org,B. A. / Board Secretary,Ms.,Nathaly,Vera,"Supervisor of Special Services","Mrs.","Nathaly","Vera","Anti-Bullying Coordinator","Mrs.","Derris","Brown","Dist. Coordinator of State Testing","Mr.","Andrea","Del Guercio","LEA Assessment IT Contact","Mrs.","Milka","Morin","School Safety Specialist",www.eastnewarkschool.org,="3404200"
="80",HUDSON,="6420","Elysian Charter School",="925","Ms.","Susan","Grierson","Lead of Charter School (District Level)",susan.grierson@ecsnj.org,1460 Garden Street, ,Hoboken,NJ,="07030-4004",1460 Garden Street,,,Hoboken,NJ,="07030",="4004",201-876-0102,"Dr.","Brian","Falkowski",bfalkowksi@sboffice.com,School Business Administrator,Mrs.,Darcy,Minsky,"Special Ed. Coordinator","Ms.","Batia","Krinsky","Anti-Bullying Coordinator","Ms.","Susan","Grierson","Dist. Coordinator of State Testing","","","","","Ms.","Susan","Grierson","School Safety Specialist",www.ecsnj.org,="3400029"
="80",HUDSON,="6103","Empowerment Academy Charter School",="994","","Bret","Schundler","Lead of Charter School (District Level)",bds@empacad.org,240 Ege Avenue, ,Jersey City,NJ,="07304",240 Ege Avenue,,,Jersey City,NJ,="07304",="",201-988-7756,"","Menachem","Bazian",mbazian@empacad.org,School Business Administrator,,Lauren,Cohen,"Special Ed. Coordinator","","Lamar","Tucker","Anti-Bullying Coordinator","","Lauren","Golden","Dist. Coordinator of State Testing","","","","","","Robert","Seetaram","School Safety Specialist",www.empacad.org,=""
="17",HUDSON,="1850","Guttenberg School District",="","Ms.","Jolene","Mantineo","Superintendent",jmantineo@alkschool.org,301 69th Street, ,Guttenberg,NJ,="07093-2411",301 69th Street,,,Guttenberg,NJ,="07093",="2411",201-861-3100 x 12,"Ms.","Nicole","Fundora",nfundora@alkschool.org,School Business Administrator,Ms.,Lucy,Dimaulo,"Supervisor of Special Education Services","Mr.","Keith","Petry","Anti-Bullying Coordinator","Mrs.","Jill","Magenheimer","Dist. Coordinator of State Testing","","","","","Ms.","Josie","Perez","School Safety Specialist",www.alkschool.org,="3406240"
="17",HUDSON,="2060","Harrison Public Schools",="","Mrs.","Maureen","Kroog, Ed.D.","Superintendent",maureen.kroog@staff.harrisonschools.org,501 Hamilton Street, ,Harrison,NJ,="07029",501 Hamilton Street,,,Harrison,NJ,="07029",="",973-483-4627,"Mr.","Daniel","Choffo",daniel.choffo@staff.harrisonschools.org,Business Administrator,Ms.,Shewa,Bayat,"Director of Special Education","Ms.","Clarisa","Pimentel","Anti-Bullying Coordinator","Mrs.","Daniela","Riser, Ed.D.","Dist. Coordinator of State Testing","Mr.","Peter","Santana","LEA Assessment IT Contact","Mr.","Michael","Green","School Safety Specialist",www.harrisonschools.org,="3406870"
="80",HUDSON,="6720","Hoboken Charter School District",="930","Ms.","Deirdra","Grode","Chief School Administrator",dgrode@hobokencs.net,713 Washington St, ,Hoboken,NJ,="07030",713 Washington St,,,Hoboken,NJ,="07030",="",201-963-0222,"Mr.","Brian","Falkowski",bfalkowksi@sboffice.com,School Business Administrator,Ms.,Melissa,Fisher,"Director of Special Education","Ms.","Amy","Spina","Anti-Bullying Coordinator","Mr.","Chris","Kunkel","Dist. Coordinator of State Testing","Mr.","Christopher","Kunkel","LEA Assessment IT Contact","Ms.","Elizabeth","Palma","School Safety Specialist",www.hobokencs.org,="3400032"
="80",HUDSON,="6036","Hoboken Dual Language Charter School",="921","Ms.","Jennifer","Sargent","Lead of Charter School (District Level)",jsargent@holahoboken.org,123 Jefferson Street, ,Hoboken,NJ,="07030",123 Jefferson Street,,,Hoboken,NJ,="07030",="",2014271458,"Dr.","Brian","Falkowski",info@sboffice.com,School Business Administrator,Mr.,Lismarie,Gonzalez,"Supervisor of Special Education Services","Ms.","Jennifer","Sargent","Anti-Bullying Coordinator","Ms.","Diana","Carrera","Dist. Coordinator of State Testing","Mr.","Doug","Heyman","LEA Assessment IT Contact","Ms.","Diana","Carrera","School Safety Specialist",http://holahoboken.org/,="3400734"
="17",HUDSON,="2210","Hoboken Public School District",="","Dr.","Christine","Johnson","Chief School Administrator",cjohnson@hoboken.k12.nj.us,524 Park Avenue, ,Hoboken,NJ,="07030",524 Park Avenue,,,Hoboken,NJ,="07030",="",201-356-3601,"Ms.","Victoria","Lopez",victoria.lopez@hoboken.k12.nj.us,B. A. / Board Secretary,Dr.,Cecilia,D'Elia,"Director of Special Education","Mrs.","Gina","Mattera","Anti-Bullying Coordinator","Mr.","Damien","Arnone","Dist. Coordinator of State Testing","Mr.","Gregory","Werner","LEA Assessment IT Contact","Mr.","William","James","School Safety Specialist",www.hoboken.k12.nj.us,="3407350"
="80",HUDSON,="6105","Hudson Arts and Science Charter School",="996","Dr.","Nihat","Guvercin","Lead of Charter School (District Level)",nguvercin@ilearnschools.org,131 Midland Ave, ,Kearny,NJ,="07032",33-00 Broadway,iLearn Schools,Suite 301,Fair Lawn,NJ,="07410",="",201-773-9140,"Mr.","Mustafa","Coban",mcoban@ilearnschools.org,B. A. / Board Secretary,Mrs.,Marjorie,Renahan,"Supervisor of Special Education Services","Mrs.","Donna","Giovia","Anti-Bullying Coordinator","Ms.","Dawn","Fantasia","Dist. Coordinator of State Testing","","","","","","","","",https://ilearnschools.org/hudson-arts-science-charter-school/,=""
="17",HUDSON,="2295","Hudson County Schools of Technology School District",="","Mr.","Thomas","Macagnano","Superintendent",tmacagnano@hcstonline.org,One High Tech Way, ,Secaucus,NJ,="07094-1682",One High Tech Way,,,Secaucus,NJ,="07094",="1682",201-662-6701,"Mr.","Dominick","Pandolfo",dpandolfo@hcstonline.org,Acting Business Administrator,Ms.,Allyson,Krone,"Director of Student Services","Ms.","Linda","DiGiacomo","Anti-Bullying Coordinator","Ms.","Leticia","Garcia","Dist. Coordinator of State Testing","Ms.","Asuncion","Wilkens","LEA Assessment IT Contact","Mr.","Dominick","Pandolfo","School Safety Specialist",www.hcstonline.org,="3407570"
="80",HUDSON,="6910","Jersey City Community Charter School",="940","Mrs.","AYANA","WILLIAMS","Lead of Charter School (District Level)",awilliams@jcccsonline.org,128 Danforth Avenue, ,Jersey City,NJ,="07305",128 Danforth Avenue,,,Jersey City,NJ,="07305",="",201-433-2288,"Ms.","Lenora","Galleros",ngalleros@jcccsonline.org,B. A. / Board Secretary,Ms.,Alisa,Olin,"Supervisor of Special Services","Ms.","Nicole","Soto","Anti-Bullying Coordinator","Mr.","Earl","Hart","Dist. Coordinator of State Testing","Mr.","Carlos","Diaz","LEA Assessment IT Contact","Ms.","Gloria","Enobio","School Safety Specialist",www.jcccsonline.org,="3400033"
="80",HUDSON,="6093","Jersey City Global Charter School",="981","Dr.","Ken","Russo","Lead of Charter School (District Level)",krusso@jcgcs.org,255 Congress Street, ,Jersey City,NJ,="07307",255 Congress Street,,,Jersey City,NJ,="07307",="",201-744-2224,"","Bima","Baje",bbaje@jcgcs.org,School Business Administrator,Mr.,Carlos,Navas,"Special Ed. Coordinator","Mrs.","Carlos","Navas","Anti-Bullying Coordinator","Dr.","Ken","Russo","Dist. Coordinator of State Testing","","","","","Ms.","Kizzy","Martinez","School Safety Specialist",www.jcgcs.org,=""
="80",HUDSON,="6915","Jersey City Golden Door Charter School",="950","Mrs.","Tabitha","Madera","Lead of Charter School (District Level)",tmadera@jcgdcs.org,3044 Kennedy Blvd, ,Jersey City,NJ,="07306",3040 Kennedy Blvd,,,Jersey City,NJ,="07306",="",201-795-4400,"Mr.","Paul","Velelis",pvelelis@jcgdcs.org,Business Administrator,Ms.,Jana,Lee,"Special Ed. Coordinator","Mrs.","Fanny","Lopez","Anti-Bullying Coordinator","Ms.","Emily","Rizzo","Dist. Coordinator of State Testing","Mr.","Jonathan","Polo","LEA Assessment IT Contact","Mrs.","Tabitha","Madera","School Safety Specialist",www.goldendoorschool.org,="3400034"
="17",HUDSON,="2390","Jersey City Public Schools",="","Dr.","Norma","Fernandez","Superintendent",nfernandez2@jcboe.org,346 Claremont Avenue, ,Jersey City,NJ,="07305-1634",346 Claremont Avenue,,,Jersey City,NJ,="07305",="1634",201-915-6201,"Dr.","Francine","Luce",fluce@jcboe.org,School Business Administrator,Ms.,Karen,Gullace,"Director of Special Education","Mrs.","Candace","Coccaro","Anti-Bullying Coordinator","Mr.","Patrick","Bender","Dist. Coordinator of State Testing","Mr.","Debasis","Gupta","LEA Assessment IT Contact","Dr.","Joseph","Galano","School Safety Specialist",www.jcboe.org,="3407830"
="17",HUDSON,="2410","Kearny",="","Mrs.","Flora","Encarnacao","Chief School Administrator",fencarnacao@kearnyschools.com,172-174 Midland Avenue, ,Kearny,NJ,="07032",172-174 Midland Avenue,,,Kearny,NJ,="07032",="",201-955-5021,"Mr.","Juan","Faciolince",jfaciolince@kearnyschools.com,B. A. / Board Secretary,Ms.,Melissa,DeLima,"Director of Special Education","Ms.","Courtney","Mc Shane","Anti-Bullying Coordinator","Ms.","Meghan","Avitable","Dist. Coordinator of State Testing","Mr.","Justin","Avitable","LEA Assessment IT Contact","Mr.","Mark","Bruscino","School Safety Specialist",kearnyschools.com,="3407890"
="80",HUDSON,="7898","Kindle Education Public Charter School",="924","Ms.","Katherine","Hahn","Lead of Charter School (District Level)",katie@kindleeducation.org,35 Journal Square Plaza,3rd Floor ,Jersey City,NJ,="07306",35 Journal Square Plaza,3rd Floor,,Jersey City,NJ,="07306",="",5513501520,"Mr.","Richard","Pressler",rick@rpressler.com,B. A. / Board Secretary,Ms.,Katherine,Hahn,"Interim Director of Student Services","Ms.","Odalis","Perez","Anti-Bullying Coordinator","Ms.","Katherine","Hahn","Interim Coordinator of State Testing","","","","","","","","",https://www.kindleeducation.org/,="3480366"
="17",HUDSON,="3610","North Bergen School District",="","Dr.","George","Solter","Superintendent",gsolter@northbergen.k12.nj.us,7317 Kennedy Blvd, ,North Bergen,NJ,="07047",7317 Kennedy Blvd,,,North Bergen,NJ,="07047",="",201-868-1234,"Mr.","Steven","Somick",ssomick@northbergen.k12.nj.us,School Business Administrator,Ms.,Frances,Clavero,"Director of Special Education","Ms.","Shareen","Shibli","Anti-Bullying Coordinator","Mrs.","Jeanette","DeBari","Dist. Coordinator of State Testing","Mr.","Daniel","Diaz","LEA Assessment IT Contact","Mr.","Edward","Somick","School Safety Specialist",www.northbergen.k12.nj.us,="3411460"
="17",HUDSON,="4730","Secaucus School District",="","Dr.","Mark","Toback","Interim Superintendent",mtoback@sboe.org,685 FIFTH STREET, ,SECAUCUS,NJ,="07094",PO BOX 1496,,,SECAUCUS,NJ,="07096",="1496",201-974-2000x2113,"Ms.","Grace","Yeo",gyeo@sboe.org,B. A. / Board Secretary,Ms.,Tammy,Hennessy,"Supervisor of Special Services","Mr.","Christina","Wiswesser","Anti-Bullying Coordinator","Mrs.","Eileen","Losurdo","Dist. Coordinator of State Testing","Mr.","Aflonse","Tobia","LEA Assessment IT Contact","Mr.","Jerome","Mercado","School Safety Specialist",www.sboe.org,="3414850"
="80",HUDSON,="7830","Soaring Heights Charter School",="980","Ms.","Jacqueline","Quagliana","Lead of Charter School (District Level)",jqualgliana@shcsjc.org,1 Romar Avenue, ,Jersey City,NJ,="07305",1 Romar Avenue,,,Jersey City,NJ,="07305",="",201-434-4800,"Mr.","Angelo","Vilardi",avilardi@shcsjc.org,School Business Administrator,Ms.,Joanna,D'Auria,"Director of Special Education","Ms.","Stephanie","Mastropaolo","Anti-Bullying Coordinator","Ms.","Jacqueline","Quagliana","Dist. Coordinator of State Testing","Ms.","Jacqueline","Quagliana","LEA Assessment IT Contact","Ms.","Jacqueline","Quagliana","School Safety Specialist",www.shcsjc.org,="3400036"
="80",HUDSON,="6030","The Ethical Community Charter School School Distirct",="912","Mrs.","Chloe","Lewis","Chief School Administrator",chloe.lewis@teccsjc.org,95 Broadway, ,Jersey City,NJ,="07306",95 Broadway,,,Jersey City,NJ,="07306",="",2019844151,"Ms.","Serenity","Carr",Serenity.Carr@teccsjc.org,School Business Administrator,Mrs.,Diane,Raghunandan,"Special Ed. Coordinator","Ms.","Melissa","Bresnahan","Anti-Bullying Coordinator","Ms.","Melissa","Bresnahan","Dist. Coordinator of State Testing","Ms.","Tyenah","Pressley","LEA Assessment IT Contact","Ms.","Chloe","Lewis","School Safety Specialist",http://www.teccs-jc.org/,="3400727"
="80",HUDSON,="7115","The Learning Community Charter School",="960","Mr.","Colin","Hogan","Chief School Administrator",chogan@lccsnj.org,2495 John  F Kennedy Blvd, ,Jersey City,NJ,="07304",2495 John  F Kennedy Blvd,,,Jersey City,NJ,="07304",="",201-332-0900 x 14,"Dr.","Brian","Falkowski",info@sboffice.com,School Business Administrator,Ms.,Katherine,McConnell,"Special Ed. Coordinator","Mr.","Tatiana","Antczak","Anti-Bullying Coordinator","Ms.","Tatiana","Antczak","Dist. Coordinator of State Testing","Ms.","Angel","Melendez","LEA Assessment IT Contact","Mr.","Angel","Melendez","School Safety Specialist",www.lccsnj.org,="3400035"
="17",HUDSON,="5240","Union City School District",="","Mrs.","Silvia","Abbato","Superintendent",sabbato@ucboe.us,3912 Bergen Turnpike, ,Union City,NJ,="07087",3912 Bergen Turnpike,,,Union City,NJ,="07087",="",201-348-5851,"Dr.","Anthony","Dragona",adragona@ucboe.us,School Business Administrator,Mrs.,Jeanette,Pena,"Director of Student Services","Mrs.","Catherine","Kirby","Anti-Bullying Coordinator","Mr.","Mike","Cirone","Dist. Coordinator of State Testing","Mr.","John","Escelaria","LEA Assessment IT Contact","Mr.","Brian","Wolpert","School Safety Specialist",www.ucboe.us,="3416380"
="80",HUDSON,="8060","University Academy Charter High School",="990","Mr.","Erie","Lugo","Lead of Charter School (District Level)",elugo@uachs.org,275 West Side Avenue, ,Jersey City,NJ,="07305",275 West Side Avenue,,,Jersey City,NJ,="07305",="",201-200-3324,"Mrs.","Rhonda","Curry",rcurry@uachs.org,School Business Administrator,Ms.,Eileen,Cuellar,"Special Ed. Coordinator","Ms.","Michele","Bruce","Anti-Bullying Coordinator","Ms.","Eileen","Cuellar","Dist. Coordinator of State Testing","Mr.","Allan","Jauregui","LEA Assessment IT Contact","Ms.","Michele","Bruce","School Safety Specialist",www.uachs.org,="3400073"
="17",HUDSON,="5580","Weehawken Public School District",="","Mr.","Eric","Crespo","Superintendent",ecrespo@weehawken.k12.nj.us,53 Liberty Place,Weehawken Board of Education ,Weehawken,NJ,="07086",53 Liberty Place,Weehawken Board of Education,,Weehawken,NJ,="07086",="",201-422-6126,"Mrs.","Amanda","Blumeling",ablumeli@weehawken.k12.nj.us,B. A. / Board Secretary,Mr.,Alfred,Orecchio,"Supervisor of Special Education Services","Ms.","Francesca","Amato","Anti-Bullying Coordinator","Ms.","Jillian","Colasurdo","Dist. Coordinator of State Testing","Mr.","Brian","Calligy","LEA Assessment IT Contact","Mr.","Robert","Ferullo","School Safety Specialist",www.weehawken.k12.nj.us,="3417310"
="17",HUDSON,="5670","West New York School District",="","Ms.","Clara","Brito Herrera","Superintendent",cherrera@wnyschools.net,6028 Broadway, ,West New York,NJ,="07093-2808",6028 Broadway,,,West New York,NJ,="07093",="2808",201-553-4000 x30013,"Mr.","Dean","Austin",daustin@wnyschools.net,B. A. / Board Secretary,Mr.,Christian,Cardenas,"Asst. Supt. Of Special Education","Mr.","Scott","Wohlrab","Anti-Bullying Coordinator","Ms.","Eileen","Calderone","Dist. Coordinator of State Testing","Mr.","Yonarkis","Estevez","LEA Assessment IT Contact","Mr.","Scott","Wohlrab","School Safety Specialist",www.wnyschools.net,="3417580"
="19",HUNTERDON,="0020","Alexandria Township School District",="","Mr.","Kevin","McPeek","Chief School Administrator",mcpeek@alexandriaschools.org,557 County Road 513, ,Pittstown,NJ,="08867",557 County Road 513,,,Pittstown,NJ,="08867",="",908-996-6811 x2202,"Mr.","Mike","McGarry",mcgarry@alexandriaschools.org,Business Administrator,Dr.,Carly,Bergstrom-Rosellini,"Director of Student Services","Dr.","Carly","Bergstrom-Rosellini","Anti-Bullying Coordinator","Mr.","Kevin","McPeek","Dist. Coordinator of State Testing","","","","","Mr.","Mike","McGarry","School Safety Specialist",www.alexandriaschools.org,="3400690"
="19",HUNTERDON,="0370","Bethlehem Township School District",="","Mr.","Edward","Abato","Superintendent",eabato@btschools.org,280 Asbury West Portal Road, ,Asbury,NJ,="08802",280 Asbury West Portal Road,,,Asbury,NJ,="08802",="",908-479-6336 x2222,"Ms.","Kirby","Hendershot",khendershot@btschools.org,B. A. / Board Secretary,Dr.,Sally,Klemm,"Director of Child Study Team","Dr.","Sally","Klemm","Anti-Bullying Coordinator","Mrs.","Meaghan","D'Agostino","Dist. Coordinator of State Testing","Ms.","Lisa","Lee","LEA Assessment IT Contact","Mrs.","Bree","Brace","School Safety Specialist",www.btschools.org,="3401710"
="19",HUNTERDON,="0430","Bloomsbury Borough School District",="","Dr.","Jenniffer","Marycz","Chief School Administrator",jmarycz@bburyes.org,20 Main Street, ,Bloomsbury,NJ,="08804",20 Main Street,,,Bloomsbury,NJ,="08804",="",908-479-4414,"Mr.","Tim","Mantz",tmantz@bburyes.org,B. A. / Board Secretary,Mrs.,Catherine,Lepage,"Child Study Team Chairperson","Mrs.","Katie","Scuderi","Anti-Bullying Coordinator","Dr.","Jenniffer","Marycz","Dist. Coordinator of State Testing","Ms.","Karen","Bolmarcich","LEA Assessment IT Contact","Dr.","Jenniffer","Marycz","School Safety Specialist",www.bburyes.org,="3401890"
="19",HUNTERDON,="0670","Califon Borough School District",="","Dr.","Michele","Cone","Chief School Administrator",mcone@califonschool.org,6 School St, ,Califon,NJ,="07830",6 School St,,,Califon,NJ,="07830",="",908-832-2828,"Mr.","Matthew","Herzer",mherzer@califonschool.org,B. A. / Board Secretary,Dr.,Michele,Cone,"Director of Child Study Team","Dr.","Michele","Cone","Anti-Bullying Coordinator","Dr.","Michele","Cone","Dist. Coordinator of State Testing","Mrs.","Nancy","Morero","LEA Assessment IT Contact","Dr.","Michele","Cone","School Safety Specialist",www.califonschool.org,="3402610"
="19",HUNTERDON,="0920","Clinton Township School District",="","Dr.","Melissa","Stager","Superintendent",mstager@ctsdnj.org,128 Cokesbury Road, ,Lebanon,NJ,="08833",128 Cokesbury Road,,,Lebanon,NJ,="08833",="",908-236-7235,"Mr.","Murat","Yazici",myazici@ctsdnj.org,B. A. / Board Secretary,Mrs.,Jennifer,Paccione,"Director of Special Education","Ms.","Melissa","Goad","Anti-Bullying Coordinator","Mr.","Carl","Blanchard","Dist. Coordinator of State Testing","Mrs.","Melissa","Stager","LEA Assessment IT Contact","Ms.","Mary","Postma","School Safety Specialist",www.ctsdnj.org,="3403360"
="19",HUNTERDON,="0910","Clinton-Glen Gardner School District",="","Dr.","Seth","Cohen","Superintendent",scohen@cpsnj.org,10 School Street, ,Clinton,NJ,="08809",10 School Street,,,Clinton,NJ,="08809",="",908-735-8512,"Ms.","Bernadette","Wang",bwang@cpsnj.org,B. A. / Board Secretary,Dr.,Jenine,Kastner,"Supervisor of Special Education Services","Dr.","Jenine","Kastner","Anti-Bullying Coordinator","Mr.","Matthew","Stanbro","Dist. Coordinator of State Testing","Mr.","Scott","Reilly","LEA Assessment IT Contact","Dr.","Jenine","Kastner","School Safety Specialist",cpsnj.org,="3403330"
="19",HUNTERDON,="1040","Delaware Township School District",="","Mr.","Scott","Lipson","Superintendent",slipson@dtsk8nj.org,501 Rosemont Ringoes Road, ,Sergeantsville,NJ,="08557",501 Rosemont Ringoes Road,PO Box 1000,,Sergeantsville,NJ,="08557",="",609-397-3179,"Mrs.","Susan","Joyce",joycesusan@dtsk8nj.org,B. A. / Board Secretary,Ms.,Rebecca,Guenther,"Supervisor of Special Services","Mr.","Scott","Lipson","Anti-Bullying Coordinator","Ms.","Rebecca","Guenther","Dist. Coordinator of State Testing","Mr.","John","Perone","LEA Assessment IT Contact","Mr.","Scott","Lipson","School Safety Specialist",www.dtsk8.org,="3403720"
="19",HUNTERDON,="1050","Delaware Valley Regional High School District",="","Mr.","Scott","McKinney","Superintendent",scottmckinney@dvrhs.k12.nj.us,19 SENATOR STOUT ROAD, ,FRENCHTOWN,NJ,="08825",19 SENATOR STOUT ROAD,,,FRENCHTOWN,NJ,="08825",="",908-996-6710,"Mrs.","Teresa","O'Brien",teresaobrien@dvrhs.k12.nj.us,School Business Administrator,Ms.,Sandra,Morisie,"Supervisor of Special Education Services","Mr.","Kyle","Tinnes","Anti-Bullying Coordinator","Mrs.","Kristina","Sterbenc","Dist. Coordinator of State Testing","","","","","Ms.","Ariel","Gilbert","School Safety Specialist",www.dvrhs.org,="3403750"
="19",HUNTERDON,="1160","East Amwell Township School District",="","Mr.","John","Capuano","Superintendent",jcapuano@eastamwell.org,43 Wertsville Road, ,Ringoes,NJ,="08551-0680",43 Wertsville Road,P.O. Box 680,,Ringoes,NJ,="08551",="0680",908-782-6464 x213,"Mr.","Jason","Bohm",jbohm@eastamwell.org,School Business Administrator,Dr.,Jacqueline,Royer,"Special Ed. Coordinator","Mr.","Timothy","Loveland","Anti-Bullying Coordinator","Dr.","Jacqueline","Royer","Dist. Coordinator of State Testing","Mr.","Jason","Shuler","LEA Assessment IT Contact","Mr.","Timothy","Loveland","School Safety Specialist",www.eastamwell.org,="3404080"
="19",HUNTERDON,="1510","Flemington-Raritan Regional School District",="","Dr.","Clifford","Burns","Acting Superintendent",clifford.burns@frsd.us,50 Court Street, ,Flemington,NJ,="08822",50 Court Street,,,Flemington,NJ,="08822",="",908-284-7560,"","Tanya","Dawson",tanya.dawson@frsd.us,Business Administrator,Dr.,Danielle,Hamblin,"Director of Special Education","Ms.","Vanessa","Ahmed","Anti-Bullying Coordinator","Mr.","Ralph","Losanno","Dist. Coordinator of State Testing","Mr.","Ralph","Losanno","LEA Assessment IT Contact","Mr.","Peter","Sibilia","School Safety Specialist",www.frsd.k12.nj.us,="3405190"
="19",HUNTERDON,="1600","Franklin Township School District",="","Mrs.","Jennifer","Aquino","Superintendent",jaquino@ftschool.org,226 Quakertown Road, ,Quakertown,NJ,="08868",PO Box 368,,,Quakertown,NJ,="08868",="0368",908-735-7929,"Mr.","Mark","Kramer",mkramer@ftschool.org,Business Administrator,Mr.,Loren,Abramowitz,"Supervisor of Special Services","Ms.","Jennifer","Aquino","Anti-Bullying Coordinator","Mrs.","Amelia","Lamonde","Dist. Coordinator of State Testing","Mr.","Shaun","Reyes","LEA Assessment IT Contact","Mr.","Loren","Abramowitz","School Safety Specialist",www.ftschool.org,="3405460"
="19",HUNTERDON,="1680","Frenchtown Borough School District",="","Mr.","James","Hintenach","Chief School Administrator",jhintenach@frenchtownschool.org,902 Harrison St., ,Frenchtown,NJ,="08825",902 Harrison St.,,,Frenchtown,NJ,="08825",="",908-996-2751,"Mrs.","Teresa","O'Brien",teresaobrien@dvrhs.k12.nj.us,School Business Administrator,Mr.,James,Hintenach,"Special Ed. Coordinator","Ms.","Katelynn","Yard","Anti-Bullying Coordinator","Ms.","Cristina","Doyle","Dist. Coordinator of State Testing","Mr.","Matt","Cirigliano","LEA Assessment IT Contact","Mr.","James","Hintenach","School Safety Specialist",https://www.frenchtownschool.org/,="3405700"
="19",HUNTERDON,="1970","Hampton Borough School District",="","Mr.","Daniel","Kerr","Chief School Administrator",dkerr@hamptonpublicschool.org,32-41 SOUTH STREET, ,HAMPTON,NJ,="08827",32-41 SOUTH STREET,,,HAMPTON,NJ,="08827",="",908-537-4101,"Ms.","Karolina","Cywa",kcywa@hamptonpublicschool.org,School Business Administrator,Mr.,Daniel,Kerr,"Director of Special Education","Mr.","Daniel","Kerr","Anti-Bullying Coordinator","Mr.","Daniel","Kerr","Dist. Coordinator of State Testing","Mr.","Daniel","Kerr","LEA Assessment IT Contact","Mr.","Daniel","Kerr","School Safety Specialist",www.hamptonpublicschool.ORG,="3406600"
="19",HUNTERDON,="2140","High Bridge Borough School District",="","Dr.","Gregory","Hobaugh","Superintendent",hobaughg@hbschools.org,40 Fairview Ave, ,HIGH BRIDGE,NJ,="08829",40 Fairview Ave,,,HIGH BRIDGE,NJ,="08829",="",908-638-4103,"Ms.","Karolina","Cywa",cywak@hbschools.org,School Business Administrator,Ms.,Emma,Alparone,"Director of Special Education","Dr.","Gregory","Hobaugh","Anti-Bullying Coordinator","Mrs.","Katherine","Franks","Dist. Coordinator of State Testing","Mrs.","Katherine","Franks","LEA Assessment IT Contact","Dr.","Gregory","Hobaugh","School Safety Specialist",www.hbschools.org,="3407110"
="19",HUNTERDON,="2220","Holland Township School District",="","Mrs.","Stephanie","Snyder","Superintendent",ssnyd@hollandschool.org,710 Milford Warren Glen Rd., ,Milford,NJ,="08848",710 Milford Warren Glen Rd.,,,Milford,NJ,="08848",="",908-995-2401 x6312,"Mrs.","Teresa","O'Brien",tobri@hollandschool.org,School Business Administrator,Mrs.,Stephanie,Snyder,"Supervisor of Special Services","Mrs.","Susan","Wardell","Anti-Bullying Coordinator","Mrs.","Stephanie","Snyder","Dist. Coordinator of State Testing","Mr.","Jason","Kries","LEA Assessment IT Contact","Mr.","Eric","Carr","School Safety Specialist",www.hollandschool.org,="3407380"
="19",HUNTERDON,="2300","Hunterdon Central Regional High School District",="","Ms.","Jessica","Cangelosi-Hade","Superintendent",jessica.cangelosi@hcrhs.org,84 Route 31, ,Flemington,NJ,="08822",84 Route 31,,,Flemington,NJ,="08822",="",908-284-7135,"Mrs.","Heather","Spitzer",heather.spitzer@hcrhs.org,School Business Administrator,Mrs.,Devora,Deitcher,"Director of Special Education","Mr.","David","Seidorf","Anti-Bullying Coordinator","Dr.","Matthew","Hall","Dist. Coordinator of State Testing","Mr.","Chuck","Roberto","LEA Assessment IT Contact","Mr.","Scot","Ebner","School Safety Specialist",www.hcrhs.org,="3407590"
="19",HUNTERDON,="2305","Hunterdon County Educational Services Commission",="","Ms.","Corinne","Steinmetz","Superintendent",csteinmetz@hunterdonesc.org,37 Hoffmans Crossing Rd,37 Hoffmans Crossing Road ,Califon,NJ,="07830",37 Hoffmans Crossing Rd,37 Hoffmans Crossing Road,,Califon,NJ,="07830",="",908-439-4280 x4501,"Ms.","Heidi","Gara",hgara@hunterdonesc.org,B. A. / Board Secretary,Mr.,David,Lutzky,"Special Ed. Coordinator","Mr.","David","Lutzky","Anti-Bullying Coordinator","Mr.","Dennis","Schiller","Dist. Coordinator of State Testing","Ms.","Nancy","Morera","LEA Assessment IT Contact","Ms.","Corinne","Steinmetz","School Safety Specialist",www.hunterdonesc.org,="3480360"
